timestamp,city,temperature,description
2026-04-23T11:03:26.286Z,Edinburgh,10.46,scattered clouds
2026-04-23T13:15:30.455Z,Edinburgh,11.72,few clouds
2026-04-23T15:48:31.522Z,Edinburgh,11.18,clear sky
2026-04-23T17:14:53.974Z,Edinburgh,10.83,clear sky
2026-04-23T19:01:33.863Z,Edinburgh,9.12,clear sky
2026-04-23T20:45:45.438Z,Edinburgh,7.19,few clouds
2026-04-23T22:38:47.280Z,Edinburgh,5.75,few clouds
2026-04-24T02:07:49.316Z,Edinburgh,3.66,broken clouds
2026-04-24T06:04:54.736Z,Edinburgh,4.29,overcast clouds
2026-04-24T09:26:45.413Z,Edinburgh,9.87,scattered clouds
2026-04-24T11:02:11.824Z,Edinburgh,13.35,clear sky
2026-04-24T13:11:40.079Z,Edinburgh,14.56,clear sky
2026-04-24T15:03:56.062Z,Edinburgh,13.78,scattered clouds
2026-04-24T16:50:17.198Z,Edinburgh,13.87,clear sky
2026-04-24T18:41:39.872Z,Edinburgh,10.48,clear sky
2026-04-24T20:40:59.936Z,Edinburgh,7.25,fog
2026-04-24T22:34:54.555Z,Edinburgh,7.07,fog
2026-04-25T01:57:34.701Z,Edinburgh,5.76,mist
2026-04-25T04:37:01.031Z,Edinburgh,5.35,overcast clouds
2026-04-25T07:06:54.529Z,Edinburgh,5.64,mist
2026-04-25T08:44:56.618Z,Edinburgh,7.11,broken clouds
2026-04-25T10:38:47.989Z,Edinburgh,9.64,broken clouds
2026-04-25T12:52:59.610Z,Edinburgh,10.8,few clouds
2026-04-25T14:38:03.563Z,Edinburgh,11.47,clear sky
2026-04-25T16:35:10.972Z,Edinburgh,10.65,clear sky
2026-04-25T18:41:50.371Z,Edinburgh,8.96,overcast clouds
2026-04-25T20:32:50.734Z,Edinburgh,7.77,clear sky
2026-04-25T22:31:42.461Z,Edinburgh,5.74,clear sky
2026-04-26T02:11:11.914Z,Edinburgh,4.63,clear sky
2026-04-26T06:03:34.773Z,Edinburgh,5.22,clear sky
2026-04-26T08:54:26.815Z,Edinburgh,7.77,clear sky
2026-04-26T10:40:19.682Z,Edinburgh,8.67,clear sky
2026-04-26T12:55:20.856Z,Edinburgh,12.9,clear sky
2026-04-26T14:39:06.995Z,Edinburgh,13.47,clear sky
2026-04-26T16:36:46.772Z,Edinburgh,14.75,clear sky
2026-04-26T18:43:03.825Z,Edinburgh,11.61,clear sky
2026-04-26T20:33:27.771Z,Edinburgh,11.46,clear sky
2026-04-26T22:32:55.728Z,Edinburgh,9.64,clear sky
2026-04-27T02:13:36.679Z,Edinburgh,8.23,clear sky
2026-04-27T06:24:25.873Z,Edinburgh,7.18,clear sky
2026-04-27T10:10:00.507Z,Edinburgh,13.89,few clouds
2026-04-27T13:27:44.558Z,Edinburgh,16.71,few clouds
2026-04-27T15:43:38.425Z,Edinburgh,14,few clouds
2026-04-27T17:17:08.715Z,Edinburgh,13.07,few clouds
2026-04-27T19:10:44.506Z,Edinburgh,10.11,few clouds
2026-04-27T20:56:56.369Z,Edinburgh,10.51,clear sky
2026-04-27T22:45:19.533Z,Edinburgh,9.31,scattered clouds
2026-04-28T02:29:07.052Z,Edinburgh,8.31,broken clouds
2026-04-28T06:26:07.330Z,Edinburgh,8.31,broken clouds
2026-04-28T10:09:01.073Z,Edinburgh,9.07,overcast clouds
2026-04-28T16:05:12.951Z,Edinburgh,10.76,few clouds
2026-04-28T19:26:25.112Z,Edinburgh,8.14,clear sky
2026-04-28T21:03:00.815Z,Edinburgh,6.36,clear sky
2026-04-28T22:52:20.825Z,Edinburgh,5.4,clear sky
2026-04-29T02:29:35.993Z,Edinburgh,3.96,few clouds
2026-04-29T06:19:48.194Z,Edinburgh,4.32,few clouds
2026-04-29T10:00:43.636Z,Edinburgh,12.97,few clouds
2026-04-29T13:44:54.691Z,Edinburgh,13.85,scattered clouds
2026-04-29T15:53:36.057Z,Edinburgh,12.85,clear sky
2026-04-29T17:22:36.356Z,Edinburgh,12.71,clear sky
2026-04-29T19:16:56.368Z,Edinburgh,10.59,clear sky
2026-04-29T20:58:05.375Z,Edinburgh,8.81,clear sky
2026-04-29T22:52:40.292Z,Edinburgh,7.51,clear sky
2026-04-30T02:30:23.873Z,Edinburgh,4.69,clear sky
2026-04-30T06:23:51.328Z,Edinburgh,5.99,clear sky
2026-04-30T10:01:58.932Z,Edinburgh,12.85,clear sky
2026-04-30T13:43:36.294Z,Edinburgh,14.74,clear sky
2026-04-30T15:45:00.019Z,Edinburgh,14.8,clear sky
2026-04-30T17:14:59.013Z,Edinburgh,15.52,clear sky
2026-04-30T19:12:10.537Z,Edinburgh,12.64,clear sky
2026-04-30T20:54:55.633Z,Edinburgh,9.08,clear sky
2026-04-30T22:48:16.490Z,Edinburgh,8.9,clear sky
2026-05-01T02:35:41.069Z,Edinburgh,6.23,clear sky
2026-05-01T06:33:15.491Z,Edinburgh,5.66,few clouds
2026-05-01T09:28:44.518Z,Edinburgh,14,clear sky
2026-05-01T11:03:19.982Z,Edinburgh,15.23,broken clouds
2026-05-01T13:08:28.553Z,Edinburgh,14.8,broken clouds
2026-05-01T14:50:59.602Z,Edinburgh,14.47,clear sky
2026-05-01T16:51:25.524Z,Edinburgh,14.17,moderate rain
2026-05-01T19:05:16.367Z,Edinburgh,12.05,few clouds
2026-05-01T20:44:27.884Z,Edinburgh,12.25,moderate rain
2026-05-01T22:43:27.317Z,Edinburgh,11.04,overcast clouds
2026-05-02T02:11:08.718Z,Edinburgh,9.7,scattered clouds
2026-05-02T06:03:08.780Z,Edinburgh,8.94,scattered clouds
2026-05-02T09:00:44.098Z,Edinburgh,14.66,scattered clouds
2026-05-02T10:44:23.358Z,Edinburgh,16.08,few clouds
2026-05-02T12:58:14.978Z,Edinburgh,15.63,light rain
2026-05-02T14:41:34.311Z,Edinburgh,15.27,few clouds
2026-05-02T16:40:07.588Z,Edinburgh,14.43,scattered clouds
2026-05-02T18:51:23.964Z,Edinburgh,12.05,clear sky
2026-05-02T20:36:05.328Z,Edinburgh,9.39,broken clouds
2026-05-02T22:34:53.606Z,Edinburgh,8.95,light rain
2026-05-03T02:27:16.966Z,Edinburgh,8.66,light rain
2026-05-03T06:22:58.756Z,Edinburgh,7.77,overcast clouds
2026-05-03T09:18:27.988Z,Edinburgh,7.67,overcast clouds
2026-05-03T10:50:06.027Z,Edinburgh,7.95,broken clouds
2026-05-03T12:58:11.711Z,Edinburgh,7.81,overcast clouds
2026-05-03T14:43:22.981Z,Edinburgh,8.77,broken clouds
2026-05-03T16:42:15.100Z,Edinburgh,8.58,broken clouds
2026-05-03T18:52:14.559Z,Edinburgh,8.31,scattered clouds
2026-05-03T20:36:42.690Z,Edinburgh,7.78,clear sky
2026-05-03T22:35:00.736Z,Edinburgh,7.42,scattered clouds
2026-05-04T02:25:57.107Z,Edinburgh,7.3,light rain
2026-05-04T06:35:25.790Z,Edinburgh,8.5,scattered clouds
2026-05-04T10:09:07.247Z,Edinburgh,13.11,few clouds
2026-05-04T13:46:34.518Z,Edinburgh,14.87,scattered clouds
2026-05-04T15:56:57.758Z,Edinburgh,14.27,few clouds
2026-05-04T17:28:24.982Z,Edinburgh,14.26,few clouds
2026-05-04T19:21:35.952Z,Edinburgh,11.92,few clouds
2026-05-04T21:02:52.776Z,Edinburgh,9.57,clear sky
2026-05-04T22:52:36.336Z,Edinburgh,7.08,few clouds
2026-05-05T02:14:18.226Z,Edinburgh,6.68,clear sky
2026-05-05T06:11:37.162Z,Edinburgh,7.92,light rain
2026-05-05T09:57:28.793Z,Edinburgh,9.59,overcast clouds
2026-05-05T11:15:43.376Z,Edinburgh,10.14,few clouds
2026-05-05T15:49:28.460Z,Edinburgh,8.24,few clouds
2026-05-05T17:18:42.700Z,Edinburgh,7.74,few clouds
2026-05-05T19:11:35.067Z,Edinburgh,7.21,few clouds
2026-05-05T20:57:47.728Z,Edinburgh,6.32,clear sky
2026-05-05T22:51:08.780Z,Edinburgh,5.41,broken clouds
2026-05-06T02:24:51.535Z,Edinburgh,4.03,clear sky
2026-05-06T06:26:03.036Z,Edinburgh,4.74,few clouds
2026-05-06T10:12:35.779Z,Edinburgh,8.82,scattered clouds
2026-05-06T13:54:44.616Z,Edinburgh,10.75,few clouds
2026-05-06T15:59:40.289Z,Edinburgh,11.3,few clouds
2026-05-06T17:46:48.587Z,Edinburgh,10.1,clear sky
2026-05-06T19:29:30.805Z,Edinburgh,9.15,clear sky
2026-05-06T21:06:55.146Z,Edinburgh,7.73,clear sky
2026-05-06T22:44:15.176Z,Edinburgh,7.28,clear sky
2026-05-07T02:27:14.149Z,Edinburgh,6.81,clear sky
2026-05-07T06:31:32.614Z,Edinburgh,7.62,clear sky
2026-05-07T10:18:45.948Z,Edinburgh,11.12,few clouds
2026-05-07T13:53:31.382Z,Edinburgh,11.92,few clouds
2026-05-07T16:04:01.021Z,Edinburgh,12.15,few clouds
2026-05-07T19:37:51.959Z,Edinburgh,11.47,clear sky
2026-05-07T21:00:37.087Z,Edinburgh,10.95,clear sky
2026-05-07T22:56:58.854Z,Edinburgh,10.13,clear sky
2026-05-08T02:34:15.529Z,Edinburgh,9.15,clear sky
2026-05-08T05:52:48.033Z,Edinburgh,9.6,scattered clouds
2026-05-08T07:22:03.844Z,Edinburgh,10.81,broken clouds
2026-05-08T09:11:55.915Z,Edinburgh,11.73,broken clouds
2026-05-08T11:07:28.135Z,Edinburgh,13.47,scattered clouds
2026-05-08T13:20:46.604Z,Edinburgh,13.56,scattered clouds
2026-05-08T15:17:23.227Z,Edinburgh,13.89,few clouds
2026-05-08T17:08:49.192Z,Edinburgh,14.07,few clouds
2026-05-08T19:09:34.775Z,Edinburgh,12.66,clear sky
2026-05-08T20:53:52.260Z,Edinburgh,10.22,clear sky
2026-05-08T22:52:21.506Z,Edinburgh,8.63,clear sky
2026-05-09T02:26:58.870Z,Edinburgh,8.02,broken clouds
2026-05-09T06:11:16.859Z,Edinburgh,7.36,light rain
2026-05-09T09:13:54.886Z,Edinburgh,7.35,broken clouds
2026-05-09T10:52:36.113Z,Edinburgh,7.47,broken clouds
2026-05-09T13:04:45.530Z,Edinburgh,9.79,broken clouds
2026-05-09T14:44:40.810Z,Edinburgh,10.23,few clouds
2026-05-09T16:46:53.063Z,Edinburgh,9.62,clear sky
2026-05-09T18:52:44.654Z,Edinburgh,8.65,few clouds
2026-05-09T20:38:57.898Z,Edinburgh,6.92,few clouds
2026-05-09T22:37:50.196Z,Edinburgh,5,clear sky
2026-05-10T02:30:09.472Z,Edinburgh,1.88,clear sky
2026-05-10T06:29:55.654Z,Edinburgh,3.79,clear sky
2026-05-10T09:24:29.810Z,Edinburgh,10.12,few clouds
2026-05-10T10:57:18.102Z,Edinburgh,11.9,few clouds
2026-05-10T13:06:02.301Z,Edinburgh,13.14,clear sky
2026-05-10T14:47:11.332Z,Edinburgh,12.8,clear sky
2026-05-10T16:47:43.879Z,Edinburgh,12.91,scattered clouds
2026-05-10T18:54:21.954Z,Edinburgh,10.39,scattered clouds
2026-05-10T20:41:23.850Z,Edinburgh,9.09,clear sky
2026-05-10T22:40:44.023Z,Edinburgh,8.65,clear sky
2026-05-11T02:39:52.109Z,Edinburgh,4.37,broken clouds
2026-05-11T07:36:25.020Z,Edinburgh,5.5,few clouds
2026-05-11T10:56:30.416Z,Edinburgh,7.78,broken clouds
2026-05-11T14:36:49.331Z,Edinburgh,10.63,clear sky
2026-05-11T17:51:13.057Z,Edinburgh,10.36,clear sky
